2007-01-01;1457.7123
2007-01-02;1460.3290
2007-01-03;1460.3290
2007-01-04;1450.1445
2007-01-05;1452.6525
2007-01-06;1450.1445
2007-01-07;1450.1445
2007-01-08;1450.1445
2007-01-09;1386.7923
2007-01-10;1363.9036
2007-01-11;1391.4589
2007-01-12;1391.9643
2007-01-13;1391.9643
2007-01-14;1391.9643
2007-01-15;1426.7512
2007-01-16;1432.1966
2007-01-17;1403.4244
2007-01-18;1412.9508
2007-01-19;1400.9971
2007-01-20;1400.9971
2007-01-21;1400.9971
2007-01-22;1420.1312
2007-01-23;1422.2775
2007-01-24;1442.3408
2007-01-25;1448.7695
2007-01-26;1445.0007
2007-01-27;1445.0007
2007-01-28;1445.0007
2007-01-29;1427.1455
2007-01-30;1402.2614
2007-01-31;1419.1256
2007-02-01;1452.5094
2007-02-02;1461.2926
2007-02-03;1461.2926
2007-02-04;1461.2926
2007-02-05;1472.0534
2007-02-06;1483.1822
2007-02-07;1476.1499
2007-02-08;1443.7846
2007-02-09;1455.9704
2007-02-10;1455.9704
2007-02-11;1455.9704
2007-02-12;1424.6636
2007-02-13;1430.6200
2007-02-14;1438.2052
2007-02-15;1442.4262
2007-02-16;1444.8812
2007-02-17;1444.8815
2007-02-18;1444.8815
2007-02-19;1455.5794
2007-02-20;1443.7715
2007-02-21;1450.9808
2007-02-22;1474.3134
2007-02-23;1474.6131
2007-02-24;1474.3134
2007-02-25;1474.3134
2007-02-26;1494.2504
2007-02-27;1436.3225
2007-02-28;1399.8188
2007-03-01;1344.8840
2007-03-02;1357.7611
2007-03-03;1357.7611
2007-03-04;1357.7611
2007-03-05;1308.1609
